title,year,genres,cast,synopsis
Down Terrace,2009.0,"['Drama', 'Action', 'Comedy']",,"Un père et un fils, tous deux arnaqueurs et fraîchement remis en liberté après un passage par la case prison, se mettent à la recherche des personnes qui les ont dénoncé. Problème, les éventuels coupables sont nombreux et peu doués, chaque enquête s'achève avec la mort d'un des suspects..."
Clerks,1994.0,['Comedy'],,"Dante est caissier dans une épicerie du New Jersey. Randal est employé dans le vidéo-club voisin. Les deux amis débattent régulièrement des sujets les plus divers. Et parfois, la routine laisse place à des journées pour le moins étonnantes..."
Pink Narcissus,1971.0,"['Drama', 'Romance']",,"Seul dans son appartement, un jeune gigolo s'invente un monde dont il est le héros."
Funny Ha Ha,2002.0,"['Drama', 'Comedy']",,"Unsure of what to do next, 23-year-old Marnie tries her best to navigate life after college. Still partying like there's no tomorrow, Marnie drags herself out of bed for her miserable temp job and can't decide whether she's wasting her time going after best buddy Alex, who doesn't seem to be interested."
In the Company of Men,1997.0,"['Comedy', 'Drama']",,"Deux cadres frustrés, dépassés par de jeunes loups plus agressifs et rejetés par leurs fiancées, décident de se venger en s'attaquant à une femme vulnérable et faible."
Manito,2002.0,['Drama'],,"Fifteen years ago, their Washington Heights neighborhood was dubbed the crack-cocaine capital of the world, but today it is transforming into one of the most vibrant, Spanish-speaking communities in the United States. While the drug dealers continue to disappear, their violent legacy still casts a shadow over the neighborhood and its residents. Junior, an ex-convict struggling to get his life back on track, is a product of this legacy. His younger brother Manny, the salutatorian of his high school class, embodies the hope of the future. On the night of his graduation party, Manny finds himself faced with an ill-fated decision that could change his life forever"
Rampage,2009.0,"['Action', 'Drama', 'Crime', 'Thriller']",,"Un jeune désoeuvré, aigri par les frustrations quotidiennes, entre en rébellion contre la société. Il entreprend de se confectionner une armure et de rassembler un arsenal de guerre. Son but: une fusillade en pleine rue grâce à laquelle il réglera ses comptes. Qui pourra l'arrêter ?"
Slacker,1990.0,['Comedy'],,"Une journée dans la ville d'Austin, Texas, parmi de jeunes adultes glandeurs, artistes velléitaires, étudiants, chômeurs, marginaux, inadaptés ou réfractaires à l'ordre social. Une série de vignettes où les vies s'entrecroisent."
Dutch Kills,2015.0,"['Thriller', 'Crime', 'Drama']",,A desperate ex-con is forced to gather his old crew for one last job to pay off his sister's debt to a dangerous local criminal.
Dry Spell,2013.0,"['Comedy', 'Romance']",,Sasha tries to get her soon-to-be ex husband Kyle laid so she can move on with her sex life guilt-free.
Flywheel,2003.0,"['Drama', 'Family']",,"Jay Austin wants to sell you a used car, but watch out! Many victims have fallen prey to his smiling face and hasty promises. Austin does everything his way until his dishonesty and manipulation are exposed. Like many men, he becomes disgusted by the masks he wears and the lies he tells. In every man's life, there can be a turning point. When Jay makes his turn, he never looks back."
Backmask,2015.0,"['Thriller', 'Horror']",,"Lors d'une soirée, six adolescents trouvent un vieux disque vinyle et décident de le jouer à l'envers, dans l'espoir de découvrir un message subliminal. Un esprit diabolique fait alors son apparition et crée de nombreux dégâts en voguant d'un corps à un autre. Mais il semblerait que l'esprit veuille faire parvenir un message aux adolescents, pour les prévenir d'un danger beaucoup plus proche..."
The Puffy Chair,2005.0,"['Drama', 'Comedy', 'Romance']",,"Josh, a struggling musician, wins a vintage recliner in an eBay auction. Since he lives in New York and the chair is in Atlanta, this poses a bit of a problem. He asks his girlfriend, Emily, to accompany him on the trip, and his hippie brother Rhett joins the pair along the way."
Stories of Our Lives,2014.0,['Drama'],,Created by the members of a Nairobi-based arts collective — who have removed their names from the film for fear of reprisal — this anthology film that dramatizes true-life stories from Kenya’s oppressed LGBTQ community is both a labour of love and a bold act of militancy.
Breaking Upwards,2009.0,"['Comedy', 'Romance']",,"'Breaking Upwards' explores a young, real-life New York couple who, four years in and battling codependency, decide to intricately strategize their own break up. Based on an actual experiment devised by director/actor Daryl Wein and actress Zoe Lister-Jones, the film loosely interprets a year in their lives exploring alternatives to monogamy, and the madness that ensues. An uncensored look at young love, lust, and the pangs of codependency, 'Breaking Upwards' follows its characters as they navigate each others' emotions across the city they love. It begs the question: is it ever possible to grow apart together?"
All Superheroes Must Die,2011.0,"['Science Fiction', 'Thriller']",,"Masked vigilantes Charge (Jason Trost), Cutthroat (Lucas Till), The Wall (Lee Valmassy), and Shadow (Sophie Merkley) are rendered powerless by their archenemy (James Remar) and are forced to complete a series of deadly tasks in order to save the lives of more than 100 innocent civilians. Should they fail or refuse to cooperate, the entire town will be destroyed. ~ Jason Buchanan, Rovi"
Pink Flamingos,1972.0,"['Horror', 'Comedy', 'Crime']",,"Divine se cache de la police et se fait appeler Babs Johnson. Elle vient d'emménager dans une caravane avec sa mère Edie, simple d'esprit qui ne vit que par amour des œufs, son fils Crackers, aux mœurs sexuelles particulières, et leur amie Cotton qui a tendance au voyeurisme. Ensemble ils mènent une vie tranquille, jusqu'au jour où Divine est nommée par un magazine « l'être vivant le plus dégoûtant de la planète ». C'est alors que Connie et Raymond Marble, un couple de fétichistes tout aussi abjects, empreints de jalousie, va chercher par tous les moyens à détrôner Divine..."
Clean,2004.0,['Drama'],,"Quand on n'a pas le choix, on change. Emily n'a qu'une obsession: récupérer son fils Jay , que ses beaux-parents élèvent loin d'elle. Pour y parvenir, il faudra qu'elle reconstruise sa vie... qu'elle devienne 'clean'."
The Circle,2000.0,"['Drama', 'Foreign']",,"En Iran, de nos jours. Une femme demande, par le judas d'une salle de maternité, si sa fille a accouché d'un garçon. Catastrophe : elle a donné naissance à une fille. Autant dire que dans un monde où les femmes sont surveillées en permanence, soumises à une pesante bureaucratie et à de nombreuses discriminations, son avenir s'annonce mal. Au même moment, dans la rue, trois prisonnières bénéficiant d'une permission recherchent une amie, Pari, qui s'est évadée. Elles n'ont pas le droit de quitter Téhéran. L'une d'entre elles se fait arrêter. Un peu plus tard, une femme d'âge mûr se voit imposer une autre épouse par son mari…"
Tin Can Man,2007.0,['Horror'],,"Recently dumped by his girlfirend for another man, working in a job he hates, things could be better for Peter.  One night, while he is alone in his apartment, there is a knock on the door.  His life will never be the same again."
Cure,1997.0,"['Crime', 'Horror', 'Mystery', 'Thriller']",,"Un officier de police, Takabe, enquête sur une série de meurtres dont les victimes sont retrouvées avec une croix gravée dans le cou. Un jour, un jeune vagabond est arrêté près de l'endroit ou a été retrouvé le dernier corps. Il est vite identifié comme un ancien étudiant en psychologie, devenu fou et ayant d'inquiétants pouvoirs hypnotiques, lui permettant de pousser des gens à commettre des actes criminels…"
On The Downlow,2004.0,['Drama'],,Isaac and Angel are two young Latinos involved in a south side Chicago gang. They have a secret in a world where secrets are forbidden.
Sanctuary: Quite a Conundrum,2012.0,"['Thriller', 'Horror', 'Comedy']",,"It should have been just a normal day of sex, fun, alcohol, hormones and debauchery for Tabitha and Mimi, two over-privileged twenty-somethings. But that so-called normalcy gets tossed out the window when a devastating event occurs at a pool party."
Bang,1995.0,['Drama'],,"A young woman in L.A. is having a bad day: she's evicted, an audition ends with a producer furious she won't trade sex for the part, and a policeman nabs her for something she didn't do, demanding fellatio to release her. She snaps, grabs his gun, takes his uniform, and leaves him cuffed to a tree where he's soon having a defenseless chat with a homeless man. She takes off on the cop's motorcycle and, for an afternoon, experiences a cop's life. She talks a young man out of suicide and then is plunged into violence after a friendly encounter with two ""vatos."" She is torn between self-protection and others' expectations. Is there any resolution for her torrent of feelings?"
Primer,2004.0,"['Science Fiction', 'Drama', 'Thriller']",,"Dans un garage de banlieue, quatre ingénieurs passent leur temps libre à travailler sur des brevets qu'ils espèrent commercialiser pour leur propre compte. Deux d'entre eux, Abe et Aaron, développent en secret une machine capable de réduire la masse des objets. Ils vont alors découvrir une capacité inattendue de ce qu'ils appellent « la boîte ». L'échelle temporelle ne serait pas la même à l'intérieur et à l'extérieur. Ils s'empressent d'en construire un modèle suffisamment grand pour en expérimenter les effets sur eux-mêmes. Il leur suffirait, ont-ils calculé, de « reculer » chaque jour de quelques heures pour manipuler leurs placements boursiers selon les données déjà publiées avant l'expérience. Très vite, ils se sentiront dépassés par ce qui leur arrive."
